"GRIDID","CLONG","CLAT","PCNT"
"GRID174062","121.772991","30.962722","0"
"GRID175062","121.778266","30.962722","0"
"GRID176062","121.783542","30.962722","0"
"GRID177062","121.788818","30.962722","0"
"GRID178062","121.794093","30.962722","0"
"GRID179062","121.799369","30.962722","0"
"GRID180062","121.804644","30.962722","211"
"GRID181062","121.80992","30.962722","94"
"GRID182062","121.815195","30.962722","0"
"GRID183062","121.820471","30.962722","0"
"GRID184062","121.825746","30.962722","0"
"GRID185062","121.831022","30.962722","0"
"GRID186062","121.836298","30.962722","17"
"GRID187062","121.841573","30.962722","0"
"GRID188062","121.846849","30.962722","27"
"GRID189062","121.852124","30.962722","60"
"GRID190062","121.8574","30.962722","0"
"GRID191062","121.862675","30.962722","49"
"GRID192062","121.867951","30.962722","54"
"GRID193062","121.873226","30.962722","0"
"GRID194062","121.878502","30.962722","0"
"GRID195062","121.883777","30.962722","0"
"GRID196062","121.889053","30.962722","0"
"GRID197062","121.894329","30.962722","148"
"GRID198062","121.899604","30.962722","0"
"GRID199062","121.90488","30.962722","0"
"GRID200062","121.910155","30.962722","6"
"GRID201062","121.915431","30.962722","0"
"GRID202062","121.920706","30.962722","0"
"GRID203062","121.925982","30.962722","0"
"GRID204062","121.931257","30.962722","0"
"GRID205062","121.936533","30.962722","0"
"GRID206062","121.941808","30.962722","0"
"GRID207062","121.947084","30.962722","0"
"GRID208062","121.95236","30.962722","0"
"GRID209062","121.957635","30.962722","0"
"GRID025063","120.986934","30.967213","0"
"GRID026063","120.99221","30.967213","0"
"GRID027063","120.997486","30.967213","0"
"GRID028063","121.002761","30.967213","0"
"GRID029063","121.008037","30.967213","0"
"GRID030063","121.013312","30.967213","0"
"GRID031063","121.018588","30.967213","0"
"GRID032063","121.023863","30.967213","0"
"GRID033063","121.029139","30.967213","0"
"GRID034063","121.034414","30.967213","0"
"GRID035063","121.03969","30.967213","0"
"GRID036063","121.044965","30.967213","0"
"GRID037063","121.050241","30.967213","0"
"GRID038063","121.055517","30.967213","0"
"GRID039063","121.060792","30.967213","0"
"GRID040063","121.066068","30.967213","22"
"GRID041063","121.071343","30.967213","0"
"GRID042063","121.076619","30.967213","0"
"GRID043063","121.081894","30.967213","0"
"GRID044063","121.08717","30.967213","0"
"GRID045063","121.092445","30.967213","0"
"GRID046063","121.097721","30.967213","9"
"GRID047063","121.102996","30.967213","10"
"GRID048063","121.108272","30.967213","0"
"GRID049063","121.113548","30.967213","0"
"GRID050063","121.118823","30.967213","0"
"GRID051063","121.124099","30.967213","0"
"GRID052063","121.129374","30.967213","0"
"GRID053063","121.13465","30.967213","0"
"GRID054063","121.139925","30.967213","0"
"GRID055063","121.145201","30.967213","0"
"GRID056063","121.150476","30.967213","0"
"GRID057063","121.155752","30.967213","0"
"GRID058063","121.161027","30.967213","0"
"GRID059063","121.166303","30.967213","0"
"GRID060063","121.171579","30.967213","0"
"GRID061063","121.176854","30.967213","0"
"GRID062063","121.18213","30.967213","0"
"GRID063063","121.187405","30.967213","0"
"GRID064063","121.192681","30.967213","151"
"GRID065063","121.197956","30.967213","0"
"GRID066063","121.203232","30.967213","0"
"GRID067063","121.208507","30.967213","0"
"GRID068063","121.213783","30.967213","85"
"GRID069063","121.219059","30.967213","0"
"GRID070063","121.224334","30.967213","0"
"GRID071063","121.22961","30.967213","0"
"GRID072063","121.234885","30.967213","0"
"GRID073063","121.240161","30.967213","29"
"GRID074063","121.245436","30.967213","0"
"GRID075063","121.250712","30.967213","56"
"GRID076063","121.255987","30.967213","0"
"GRID077063","121.261263","30.967213","0"
"GRID078063","121.266538","30.967213","73"
"GRID079063","121.271814","30.967213","0"
"GRID080063","121.27709","30.967213","0"
"GRID081063","121.282365","30.967213","0"
"GRID082063","121.287641","30.967213","0"
"GRID083063","121.292916","30.967213","136"
"GRID084063","121.298192","30.967213","0"
"GRID085063","121.303467","30.967213","0"
"GRID086063","121.308743","30.967213","0"
"GRID087063","121.314018","30.967213","90"
"GRID088063","121.319294","30.967213","0"
"GRID089063","121.324569","30.967213","0"
"GRID090063","121.329845","30.967213","0"
"GRID091063","121.335121","30.967213","0"
"GRID092063","121.340396","30.967213","21"
"GRID093063","121.345672","30.967213","0"
"GRID094063","121.350947","30.967213","0"
"GRID095063","121.356223","30.967213","0"
"GRID096063","121.361498","30.967213","0"
"GRID097063","121.366774","30.967213","0"
"GRID098063","121.372049","30.967213","0"
"GRID099063","121.377325","30.967213","0"
"GRID100063","121.3826","30.967213","198"
"GRID101063","121.387876","30.967213","0"
"GRID102063","121.393152","30.967213","0"
"GRID103063","121.398427","30.967213","304"
"GRID104063","121.403703","30.967213","0"
"GRID105063","121.408978","30.967213","0"
"GRID106063","121.414254","30.967213","0"
"GRID107063","121.419529","30.967213","0"
"GRID108063","121.424805","30.967213","548"
"GRID109063","121.43008","30.967213","155"
"GRID110063","121.435356","30.967213","0"
"GRID111063","121.440631","30.967213","0"
"GRID112063","121.445907","30.967213","0"
"GRID113063","121.451183","30.967213","0"
"GRID114063","121.456458","30.967213","0"
"GRID115063","121.461734","30.967213","0"
"GRID116063","121.467009","30.967213","0"
"GRID117063","121.472285","30.967213","100"
"GRID118063","121.47756","30.967213","185"
"GRID119063","121.482836","30.967213","0"
"GRID120063","121.488111","30.967213","0"
"GRID121063","121.493387","30.967213","0"
"GRID122063","121.498663","30.967213","0"
"GRID123063","121.503938","30.967213","0"
"GRID124063","121.509214","30.967213","102"
"GRID125063","121.514489","30.967213","0"
"GRID126063","121.519765","30.967213","0"
"GRID127063","121.52504","30.967213","0"
"GRID128063","121.530316","30.967213","0"
"GRID129063","121.535591","30.967213","0"
"GRID130063","121.540867","30.967213","0"
"GRID131063","121.546142","30.967213","0"
"GRID132063","121.551418","30.967213","0"
"GRID133063","121.556694","30.967213","0"
"GRID134063","121.561969","30.967213","0"
"GRID135063","121.567245","30.967213","0"
"GRID136063","121.57252","30.967213","0"
"GRID137063","121.577796","30.967213","0"
"GRID138063","121.583071","30.967213","0"
"GRID139063","121.588347","30.967213","0"
"GRID140063","121.593622","30.967213","229"
"GRID141063","121.598898","30.967213","0"
"GRID142063","121.604173","30.967213","0"
"GRID143063","121.609449","30.967213","0"
"GRID144063","121.614725","30.967213","0"
"GRID145063","121.62","30.967213","0"
"GRID146063","121.625276","30.967213","0"
"GRID147063","121.630551","30.967213","0"
"GRID148063","121.635827","30.967213","0"
"GRID149063","121.641102","30.967213","258"
"GRID150063","121.646378","30.967213","0"
"GRID151063","121.651653","30.967213","0"
"GRID152063","121.656929","30.967213","0"
"GRID153063","121.662204","30.967213","0"
"GRID154063","121.66748","30.967213","0"
"GRID155063","121.672756","30.967213","0"
"GRID156063","121.678031","30.967213","0"
"GRID157063","121.683307","30.967213","0"
"GRID158063","121.688582","30.967213","0"
"GRID159063","121.693858","30.967213","56"
"GRID160063","121.699133","30.967213","0"
"GRID161063","121.704409","30.967213","0"
"GRID162063","121.709684","30.967213","0"
"GRID163063","121.71496","30.967213","0"
"GRID164063","121.720235","30.967213","12"
"GRID165063","121.725511","30.967213","0"
"GRID166063","121.730787","30.967213","721"
"GRID167063","121.736062","30.967213","0"
"GRID168063","121.741338","30.967213","200"
"GRID169063","121.746613","30.967213","0"
"GRID170063","121.751889","30.967213","0"
"GRID171063","121.757164","30.967213","0"
"GRID172063","121.76244","30.967213","78"
"GRID173063","121.767715","30.967213","0"
"GRID174063","121.772991","30.967213","9"
"GRID175063","121.778266","30.967213","0"
"GRID176063","121.783542","30.967213","65"
"GRID177063","121.788818","30.967213","0"
"GRID178063","121.794093","30.967213","31"
"GRID179063","121.799369","30.967213","0"
"GRID180063","121.804644","30.967213","0"
"GRID181063","121.80992","30.967213","0"
"GRID182063","121.815195","30.967213","0"
"GRID183063","121.820471","30.967213","120"
"GRID184063","121.825746","30.967213","27"
"GRID185063","121.831022","30.967213","0"
"GRID186063","121.836298","30.967213","24"
"GRID187063","121.841573","30.967213","0"
"GRID188063","121.846849","30.967213","0"
"GRID189063","121.852124","30.967213","0"
"GRID190063","121.8574","30.967213","0"
"GRID191063","121.862675","30.967213","0"
"GRID192063","121.867951","30.967213","0"
"GRID193063","121.873226","30.967213","0"
"GRID194063","121.878502","30.967213","56"
"GRID195063","121.883777","30.967213","0"
"GRID196063","121.889053","30.967213","33"
"GRID197063","121.894329","30.967213","0"
"GRID198063","121.899604","30.967213","0"
"GRID199063","121.90488","30.967213","0"
"GRID200063","121.910155","30.967213","0"
"GRID201063","121.915431","30.967213","0"
"GRID202063","121.920706","30.967213","0"
"GRID203063","121.925982","30.967213","0"
"GRID204063","121.931257","30.967213","0"
"GRID205063","121.936533","30.967213","0"
"GRID206063","121.941808","30.967213","0"
"GRID207063","121.947084","30.967213","0"
"GRID208063","121.95236","30.967213","0"
"GRID025064","120.986934","30.971705","0"
"GRID026064","120.99221","30.971705","0"
"GRID027064","120.997486","30.971705","0"
"GRID028064","121.002761","30.971705","0"
"GRID029064","121.008037","30.971705","0"
"GRID030064","121.013312","30.971705","0"
"GRID031064","121.018588","30.971705","283"
"GRID032064","121.023863","30.971705","0"
"GRID033064","121.029139","30.971705","0"
"GRID034064","121.034414","30.971705","0"
"GRID035064","121.03969","30.971705","0"
"GRID036064","121.044965","30.971705","0"
"GRID037064","121.050241","30.971705","0"
"GRID038064","121.055517","30.971705","0"
"GRID039064","121.060792","30.971705","0"
"GRID040064","121.066068","30.971705","0"
"GRID041064","121.071343","30.971705","77"
"GRID042064","121.076619","30.971705","0"
"GRID043064","121.081894","30.971705","0"
"GRID044064","121.08717","30.971705","49"
"GRID045064","121.092445","30.971705","0"
"GRID046064","121.097721","30.971705","0"
"GRID047064","121.102996","30.971705","0"
"GRID048064","121.108272","30.971705","96"
"GRID049064","121.113548","30.971705","0"
"GRID050064","121.118823","30.971705","0"
"GRID051064","121.124099","30.971705","0"
"GRID052064","121.129374","30.971705","0"
"GRID053064","121.13465","30.971705","23"
"GRID054064","121.139925","30.971705","0"
"GRID055064","121.145201","30.971705","0"
"GRID056064","121.150476","30.971705","0"
"GRID057064","121.155752","30.971705","0"
"GRID058064","121.161027","30.971705","126"
"GRID129073","121.535591","31.012129","39"
"GRID130073","121.540867","31.012129","0"
"GRID131073","121.546142","31.012129","2"
"GRID132073","121.551418","31.012129","0"
"GRID133073","121.556694","31.012129","34"
"GRID134073","121.561969","31.012129","0"
"GRID135073","121.567245","31.012129","0"
"GRID136073","121.57252","31.012129","0"
"GRID137073","121.577796","31.012129","0"
"GRID138073","121.583071","31.012129","0"
"GRID139073","121.588347","31.012129","0"
"GRID140073","121.593622","31.012129","0"
"GRID141073","121.598898","31.012129","0"
"GRID142073","121.604173","31.012129","0"
"GRID143073","121.609449","31.012129","0"
"GRID144073","121.614725","31.012129","0"
"GRID145073","121.62","31.012129","0"
"GRID146073","121.625276","31.012129","0"
"GRID147073","121.630551","31.012129","0"
"GRID148073","121.635827","31.012129","0"
"GRID149073","121.641102","31.012129","0"
"GRID150073","121.646378","31.012129","0"
"GRID151073","121.651653","31.012129","0"
"GRID152073","121.656929","31.012129","60"
"GRID153073","121.662204","31.012129","19"
"GRID154073","121.66748","31.012129","0"
"GRID155073","121.672756","31.012129","0"
"GRID156073","121.678031","31.012129","0"
"GRID157073","121.683307","31.012129","0"
"GRID158073","121.688582","31.012129","0"
"GRID159073","121.693858","31.012129","0"
"GRID160073","121.699133","31.012129","0"
"GRID161073","121.704409","31.012129","0"
"GRID162073","121.709684","31.012129","18"
"GRID163073","121.71496","31.012129","0"
"GRID164073","121.720235","31.012129","0"
"GRID165073","121.725511","31.012129","0"
"GRID166073","121.730787","31.012129","79"
"GRID167073","121.736062","31.012129","0"
"GRID168073","121.741338","31.012129","0"
"GRID169073","121.746613","31.012129","0"
"GRID170073","121.751889","31.012129","214"
"GRID171073","121.757164","31.012129","0"
"GRID172073","121.76244","31.012129","0"
"GRID173073","121.767715","31.012129","169"
"GRID174073","121.772991","31.012129","0"
"GRID175073","121.778266","31.012129","0"
"GRID176073","121.783542","31.012129","0"
"GRID177073","121.788818","31.012129","0"
"GRID178073","121.794093","31.012129","30"
"GRID179073","121.799369","31.012129","0"
"GRID180073","121.804644","31.012129","0"
"GRID181073","121.80992","31.012129","0"
"GRID182073","121.815195","31.012129","0"
"GRID183073","121.820471","31.012129","0"
"GRID184073","121.825746","31.012129","0"
"GRID185073","121.831022","31.012129","0"
"GRID186073","121.836298","31.012129","0"
"GRID187073","121.841573","31.012129","0"
"GRID188073","121.846849","31.012129","0"
"GRID189073","121.852124","31.012129","0"
"GRID190073","121.8574","31.012129","0"
"GRID191073","121.862675","31.012129","0"
"GRID192073","121.867951","31.012129","0"
"GRID193073","121.873226","31.012129","19"
"GRID194073","121.878502","31.012129","0"
"GRID195073","121.883777","31.012129","606"
"GRID196073","121.889053","31.012129","0"
"GRID197073","121.894329","31.012129","0"
"GRID198073","121.899604","31.012129","0"
"GRID199073","121.90488","31.012129","0"
"GRID200073","121.910155","31.012129","0"
"GRID201073","121.915431","31.012129","0"
"GRID202073","121.920706","31.012129","0"
"GRID203073","121.925982","31.012129","0"
"GRID204073","121.931257","31.012129","0"
"GRID010074","120.907801","31.016621","0"
"GRID011074","120.913077","31.016621","0"
"GRID012074","120.918352","31.016621","0"
"GRID013074","120.923628","31.016621","0"
"GRID014074","120.928903","31.016621","0"
"GRID015074","120.934179","31.016621","0"
"GRID020074","120.960557","31.016621","0"
"GRID021074","120.965832","31.016621","0"
"GRID022074","120.971108","31.016621","0"
"GRID023074","120.976383","31.016621","0"
"GRID024074","120.981659","31.016621","0"
"GRID025074","120.986934","31.016621","0"
"GRID026074","120.99221","31.016621","0"
"GRID027074","120.997486","31.016621","32"
"GRID028074","121.002761","31.016621","0"
"GRID029074","121.008037","31.016621","0"
"GRID030074","121.013312","31.016621","0"
"GRID031074","121.018588","31.016621","0"
"GRID032074","121.023863","31.016621","0"
"GRID033074","121.029139","31.016621","0"
"GRID034074","121.034414","31.016621","110"
"GRID035074","121.03969","31.016621","0"
"GRID036074","121.044965","31.016621","0"
"GRID037074","121.050241","31.016621","0"
"GRID038074","121.055517","31.016621","0"
"GRID039074","121.060792","31.016621","0"
"GRID040074","121.066068","31.016621","0"
"GRID041074","121.071343","31.016621","0"
"GRID042074","121.076619","31.016621","0"
"GRID043074","121.081894","31.016621","0"
"GRID044074","121.08717","31.016621","0"
"GRID045074","121.092445","31.016621","0"
"GRID046074","121.097721","31.016621","0"
"GRID047074","121.102996","31.016621","0"
"GRID048074","121.108272","31.016621","0"
"GRID049074","121.113548","31.016621","0"
"GRID050074","121.118823","31.016621","514"
"GRID051074","121.124099","31.016621","0"
"GRID052074","121.129374","31.016621","0"
"GRID053074","121.13465","31.016621","438"
"GRID054074","121.139925","31.016621","0"
"GRID055074","121.145201","31.016621","0"
"GRID056074","121.150476","31.016621","0"
"GRID057074","121.155752","31.016621","120"
"GRID058074","121.161027","31.016621","0"
"GRID059074","121.166303","31.016621","0"
"GRID060074","121.171579","31.016621","0"
"GRID061074","121.176854","31.016621","0"
"GRID062074","121.18213","31.016621","0"
"GRID063074","121.187405","31.016621","1187"
"GRID064074","121.192681","31.016621","290"
"GRID065074","121.197956","31.016621","404"
"GRID066074","121.203232","31.016621","1297"
"GRID067074","121.208507","31.016621","0"
"GRID068074","121.213783","31.016621","0"
"GRID069074","121.219059","31.016621","0"
"GRID070074","121.224334","31.016621","1452"
"GRID071074","121.22961","31.016621","1271"
"GRID072074","121.234885","31.016621","0"
"GRID073074","121.240161","31.016621","130"
"GRID074074","121.245436","31.016621","786"
"GRID075074","121.250712","31.016621","518"
"GRID076074","121.255987","31.016621","308"
"GRID077074","121.261263","31.016621","0"
"GRID078074","121.266538","31.016621","23"
"GRID079074","121.271814","31.016621","816"
"GRID080074","121.27709","31.016621","0"
"GRID081074","121.282365","31.016621","3607"
"GRID082074","121.287641","31.016621","0"
"GRID083074","121.292916","31.016621","251"
"GRID084074","121.298192","31.016621","659"
"GRID085074","121.303467","31.016621","0"
"GRID086074","121.308743","31.016621","0"
"GRID087074","121.314018","31.016621","1101"
"GRID088074","121.319294","31.016621","72"
"GRID089074","121.324569","31.016621","0"
"GRID090074","121.329845","31.016621","0"
"GRID091074","121.335121","31.016621","21"
"GRID092074","121.340396","31.016621","0"
"GRID093074","121.345672","31.016621","73"
"GRID094074","121.350947","31.016621","0"
"GRID095074","121.356223","31.016621","497"
"GRID096074","121.361498","31.016621","0"
"GRID097074","121.366774","31.016621","0"
"GRID098074","121.372049","31.016621","42"
"GRID099074","121.377325","31.016621","993"
"GRID100074","121.3826","31.016621","0"
"GRID101074","121.387876","31.016621","588"
"GRID102074","121.393152","31.016621","1135"
"GRID103074","121.398427","31.016621","352"
"GRID016079","120.939455","31.039078","15"
"GRID017079","120.94473","31.039078","0"
"GRID018079","120.950006","31.039078","0"
"GRID019079","120.955281","31.039078","0"
"GRID020079","120.960557","31.039078","0"
"GRID021079","120.965832","31.039078","0"
"GRID022079","120.971108","31.039078","0"
"GRID023079","120.976383","31.039078","0"
"GRID024079","120.981659","31.039078","0"
"GRID025079","120.986934","31.039078","0"
"GRID026079","120.99221","31.039078","0"
"GRID027079","120.997486","31.039078","39"
"GRID028079","121.002761","31.039078","0"
"GRID029079","121.008037","31.039078","0"
"GRID030079","121.013312","31.039078","0"
"GRID031079","121.018588","31.039078","0"
"GRID032079","121.023863","31.039078","0"
"GRID033079","121.029139","31.039078","15"
"GRID034079","121.034414","31.039078","0"
"GRID035079","121.03969","31.039078","0"
"GRID036079","121.044965","31.039078","0"
"GRID037079","121.050241","31.039078","27"
"GRID038079","121.055517","31.039078","0"
"GRID039079","121.060792","31.039078","0"
"GRID040079","121.066068","31.039078","0"
"GRID041079","121.071343","31.039078","67"
"GRID042079","121.076619","31.039078","0"
"GRID043079","121.081894","31.039078","0"
"GRID044079","121.08717","31.039078","0"
"GRID045079","121.092445","31.039078","0"
"GRID046079","121.097721","31.039078","0"
"GRID047079","121.102996","31.039078","0"
"GRID048079","121.108272","31.039078","0"
"GRID049079","121.113548","31.039078","0"
"GRID050079","121.118823","31.039078","577"
"GRID051079","121.124099","31.039078","0"
"GRID052079","121.129374","31.039078","0"
"GRID053079","121.13465","31.039078","0"
"GRID054079","121.139925","31.039078","0"
"GRID055079","121.145201","31.039078","0"
"GRID056079","121.150476","31.039078","0"
"GRID057079","121.155752","31.039078","20"
"GRID058079","121.161027","31.039078","0"
"GRID059079","121.166303","31.039078","0"
"GRID060079","121.171579","31.039078","120"
"GRID061079","121.176854","31.039078","0"
"GRID062079","121.18213","31.039078","697"
"GRID063079","121.187405","31.039078","140"
"GRID064079","121.192681","31.039078","407"
"GRID065079","121.197956","31.039078","0"
"GRID066079","121.203232","31.039078","100"
"GRID067079","121.208507","31.039078","0"
"GRID068079","121.213783","31.039078","890"
"GRID069079","121.219059","31.039078","64"
"GRID070079","121.224334","31.039078","0"
"GRID071079","121.22961","31.039078","31"
"GRID072079","121.234885","31.039078","242"
"GRID073079","121.240161","31.039078","965"
"GRID074079","121.245436","31.039078","654"
"GRID075079","121.250712","31.039078","13"
"GRID076079","121.255987","31.039078","213"
"GRID077079","121.261263","31.039078","468"
"GRID078079","121.266538","31.039078","0"
"GRID079079","121.271814","31.039078","301"
"GRID080079","121.27709","31.039078","332"
"GRID081079","121.282365","31.039078","0"
"GRID082079","121.287641","31.039078","303"
"GRID083079","121.292916","31.039078","0"
"GRID084079","121.298192","31.039078","0"
"GRID085079","121.303467","31.039078","248"
"GRID086079","121.308743","31.039078","0"
"GRID087079","121.314018","31.039078","0"
"GRID088079","121.319294","31.039078","0"
"GRID089079","121.324569","31.039078","0"
"GRID090079","121.329845","31.039078","0"
"GRID091079","121.335121","31.039078","2"
"GRID092079","121.340396","31.039078","13"
"GRID093079","121.345672","31.039078","14"
"GRID094079","121.350947","31.039078","0"
"GRID095079","121.356223","31.039078","2"
"GRID096079","121.361498","31.039078","0"
"GRID097079","121.366774","31.039078","0"
"GRID098079","121.372049","31.039078","0"
"GRID099079","121.377325","31.039078","41"
"GRID100079","121.3826","31.039078","0"
"GRID101079","121.387876","31.039078","286"
"GRID102079","121.393152","31.039078","113"
"GRID103079","121.398427","31.039078","750"
"GRID104079","121.403703","31.039078","0"
"GRID105079","121.408978","31.039078","462"
"GRID106079","121.414254","31.039078","0"
"GRID107079","121.419529","31.039078","0"
"GRID108079","121.424805","31.039078","0"
"GRID109079","121.43008","31.039078","789"
"GRID110079","121.435356","31.039078","0"
"GRID111079","121.440631","31.039078","125"
"GRID112079","121.445907","31.039078","846"
"GRID113079","121.451183","31.039078","87"
"GRID114079","121.456458","31.039078","288"
"GRID115079","121.461734","31.039078","0"
"GRID116079","121.467009","31.039078","961"
"GRID117079","121.472285","31.039078","7"
"GRID118079","121.47756","31.039078","0"
"GRID119079","121.482836","31.039078","0"
"GRID120079","121.488111","31.039078","0"
"GRID121079","121.493387","31.039078","0"
"GRID122079","121.498663","31.039078","0"
"GRID123079","121.503938","31.039078","0"
"GRID124079","121.509214","31.039078","127"
"GRID125079","121.514489","31.039078","476"
"GRID126079","121.519765","31.039078","0"
"GRID127079","121.52504","31.039078","509"
"GRID128079","121.530316","31.039078","0"
"GRID129079","121.535591","31.039078","0"
"GRID130079","121.540867","31.039078","100"
"GRID131079","121.546142","31.039078","0"
"GRID132079","121.551418","31.039078","0"
"GRID133079","121.556694","31.039078","0"
"GRID134079","121.561969","31.039078","0"
"GRID135079","121.567245","31.039078","0"
"GRID136079","121.57252","31.039078","177"
"GRID137079","121.577796","31.039078","46"
"GRID138079","121.583071","31.039078","0"
"GRID139079","121.588347","31.039078","12"
"GRID140079","121.593622","31.039078","357"
"GRID141079","121.598898","31.039078","0"
"GRID142079","121.604173","31.039078","1168"
"GRID143079","121.609449","31.039078","0"
"GRID144079","121.614725","31.039078","0"
"GRID145079","121.62","31.039078","0"
"GRID146079","121.625276","31.039078","0"
"GRID147079","121.630551","31.039078","130"
"GRID148079","121.635827","31.039078","0"
"GRID149079","121.641102","31.039078","0"
"GRID150079","121.646378","31.039078","0"
"GRID151079","121.651653","31.039078","402"
"GRID152079","121.656929","31.039078","0"
"GRID153079","121.662204","31.039078","0"
"GRID154079","121.66748","31.039078","0"
"GRID155079","121.672756","31.039078","38"
"GRID156079","121.678031","31.039078","0"
"GRID157079","121.683307","31.039078","0"
"GRID158079","121.688582","31.039078","215"
"GRID159079","121.693858","31.039078","167"
"GRID160079","121.699133","31.039078","0"
"GRID161079","121.704409","31.039078","0"
"GRID162079","121.709684","31.039078","509"
"GRID163079","121.71496","31.039078","0"
"GRID164079","121.720235","31.039078","892"
"GRID165079","121.725511","31.039078","0"
"GRID166079","121.730787","31.039078","452"
"GRID167079","121.736062","31.039078","301"
"GRID168079","121.741338","31.039078","0"
"GRID169079","121.746613","31.039078","59"
"GRID170079","121.751889","31.039078","0"
"GRID171079","121.757164","31.039078","389"
"GRID172079","121.76244","31.039078","0"
"GRID133082","121.556694","31.052553","0"
"GRID134082","121.561969","31.052553","272"
"GRID135082","121.567245","31.052553","0"
"GRID136082","121.57252","31.052553","0"
"GRID137082","121.577796","31.052553","0"
"GRID138082","121.583071","31.052553","0"
"GRID139082","121.588347","31.052553","333"
"GRID140082","121.593622","31.052553","0"
"GRID141082","121.598898","31.052553","324"
"GRID142082","121.604173","31.052553","0"
"GRID143082","121.609449","31.052553","0"
"GRID144082","121.614725","31.052553","0"
"GRID145082","121.62","31.052553","0"
"GRID146082","121.625276","31.052553","0"
"GRID147082","121.630551","31.052553","0"
"GRID148082","121.635827","31.052553","0"
"GRID149082","121.641102","31.052553","0"
"GRID150082","121.646378","31.052553","0"
"GRID151082","121.651653","31.052553","64"
"GRID152082","121.656929","31.052553","0"
"GRID153082","121.662204","31.052553","0"
"GRID154082","121.66748","31.052553","171"
"GRID155082","121.672756","31.052553","0"
"GRID156082","121.678031","31.052553","0"
"GRID157082","121.683307","31.052553","0"
"GRID158082","121.688582","31.052553","0"
"GRID159082","121.693858","31.052553","0"
"GRID160082","121.699133","31.052553","387"
"GRID161082","121.704409","31.052553","0"
"GRID162082","121.709684","31.052553","511"
"GRID163082","121.71496","31.052553","0"
"GRID164082","121.720235","31.052553","0"
"GRID165082","121.725511","31.052553","332"
"GRID166082","121.730787","31.052553","891"
"GRID167082","121.736062","31.052553","39"
"GRID168082","121.741338","31.052553","16"
"GRID169082","121.746613","31.052553","925"
"GRID170082","121.751889","31.052553","90"
"GRID171082","121.757164","31.052553","975"
"GRID172082","121.76244","31.052553","987"
"GRID173082","121.767715","31.052553","0"
"GRID174082","121.772991","31.052553","768"
"GRID175082","121.778266","31.052553","462"
"GRID176082","121.783542","31.052553","873"
"GRID177082","121.788818","31.052553","0"
"GRID178082","121.794093","31.052553","75"
"GRID179082","121.799369","31.052553","28"
"GRID180082","121.804644","31.052553","0"
"GRID181082","121.80992","31.052553","0"
"GRID182082","121.815195","31.052553","0"
"GRID183082","121.820471","31.052553","0"
"GRID184082","121.825746","31.052553","0"
"GRID185082","121.831022","31.052553","0"
"GRID186082","121.836298","31.052553","0"
"GRID187082","121.841573","31.052553","118"
"GRID188082","121.846849","31.052553","84"
"GRID189082","121.852124","31.052553","0"
"GRID190082","121.8574","31.052553","0"
"GRID191082","121.862675","31.052553","0"
"GRID192082","121.867951","31.052553","0"
"GRID193082","121.873226","31.052553","0"
"GRID194082","121.878502","31.052553","0"
"GRID195082","121.883777","31.052553","0"
"GRID196082","121.889053","31.052553","0"
"GRID197082","121.894329","31.052553","0"
"GRID198082","121.899604","31.052553","0"
"GRID199082","121.90488","31.052553","0"
"GRID007083","120.891975","31.057045","0"
"GRID008083","120.89725","31.057045","0"
"GRID009083","120.902526","31.057045","0"
"GRID010083","120.907801","31.057045","0"
"GRID011083","120.913077","31.057045","0"
"GRID012083","120.918352","31.057045","32"
"GRID013083","120.923628","31.057045","0"
"GRID014083","120.928903","31.057045","0"
"GRID015083","120.934179","31.057045","0"
"GRID016083","120.939455","31.057045","0"
"GRID017083","120.94473","31.057045","0"
"GRID018083","120.950006","31.057045","0"
"GRID019083","120.955281","31.057045","0"
"GRID020083","120.960557","31.057045","0"
"GRID021083","120.965832","31.057045","66"
"GRID022083","120.971108","31.057045","87"
"GRID023083","120.976383","31.057045","0"
"GRID024083","120.981659","31.057045","0"
"GRID025083","120.986934","31.057045","0"
"GRID026083","120.99221","31.057045","0"
"GRID027083","120.997486","31.057045","0"
"GRID028083","121.002761","31.057045","0"
"GRID029083","121.008037","31.057045","0"
"GRID030083","121.013312","31.057045","0"
"GRID031083","121.018588","31.057045","59"
"GRID032083","121.023863","31.057045","0"
"GRID033083","121.029139","31.057045","0"
"GRID034083","121.034414","31.057045","0"
"GRID035083","121.03969","31.057045","0"
"GRID036083","121.044965","31.057045","0"
"GRID037083","121.050241","31.057045","0"
"GRID038083","121.055517","31.057045","0"
"GRID039083","121.060792","31.057045","0"
"GRID040083","121.066068","31.057045","56"
"GRID041083","121.071343","31.057045","0"
"GRID042083","121.076619","31.057045","0"
"GRID043083","121.081894","31.057045","0"
"GRID044083","121.08717","31.057045","0"
"GRID045083","121.092445","31.057045","0"
"GRID046083","121.097721","31.057045","0"
"GRID047083","121.102996","31.057045","0"
"GRID048083","121.108272","31.057045","0"
"GRID049083","121.113548","31.057045","0"
"GRID050083","121.118823","31.057045","38"
"GRID051083","121.124099","31.057045","0"
"GRID052083","121.129374","31.057045","0"
"GRID053083","121.13465","31.057045","0"
"GRID054083","121.139925","31.057045","0"
"GRID055083","121.145201","31.057045","0"
"GRID056083","121.150476","31.057045","62"
"GRID057083","121.155752","31.057045","0"
"GRID058083","121.161027","31.057045","170"
"GRID059083","121.166303","31.057045","0"
"GRID060083","121.171579","31.057045","0"
